Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57938166,06/19/2023 01:04:34 AM,06/19/2023 01:22:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,11368,96-23 57 AVENUE,57 AVENUE,96 STREET,97 STREET,96 STREET,97 STREET,ADDRESS,CORONA,57 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 01:23:03 AM,04 QUEENS,25,Precinct 110,4019040047,QUEENS,1021789,207822,ONLINE,Unspecified,QUEENS,,,,,,,,40.73702035936368,-73.86454212450096,POINT (-73.864542124501 40.737020359364)
57941622,06/19/2023 08:22:32 PM,06/19/2023 09:18:24 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11207,893 SCHENCK AVENUE,SCHENCK AVENUE,STANLEY AVENUE,WORTMAN AVENUE,STANLEY AVENUE,WORTMAN AVENUE,ADDRESS,BROOKLYN,SCHENCK AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,06/19/2023 09:18:29 PM,05 BROOKLYN,42,Precinct 75,3043770001,BROOKLYN,1017022,179173,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65840455203174,-73.88188301444583,POINT (-73.881883014446 40.658404552032)
57936483,06/18/2023 09:46:53 AM,06/18/2023 10:26:47 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11358,43-11 192 STREET,192 STREET,NORTHERN BOULEVARD,43 ROAD,NORTHERN BOULEVARD,43 ROAD,ADDRESS,FLUSHING,192 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 10:26:51 AM,11 QUEENS,19,Precinct 111,4055160073,QUEENS,1042598,215337,ONLINE,Unspecified,QUEENS,,,,,,,,40.757534285180945,-73.78938877697128,POINT (-73.789388776971 40.757534285181)
57940866,06/19/2023 03:48:33 PM,06/22/2023 10:46:20 AM,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street or Sidewalk,Street,10466,4042 BAYCHESTER AVENUE,BAYCHESTER AVENUE,STRANG AVENUE,EDENWALD AVENUE,STRANG AVENUE,EDENWALD AVENUE,ADDRESS,BRONX,BAYCHESTER AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/21/2023 07:39:01 AM,12 BRONX,12,Precinct 47,2049820015,BRONX,1027636,264091,PHONE,Unspecified,BRONX,,,,,,,,40.891436003073245,-73.84307978741073,POINT (-73.843079787411 40.891436003073)
57940758,06/19/2023 10:22:52 PM,06/20/2023 09:25:28 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Littering,Sidewalk,11217,167 FOURTH AVENUE,FOURTH AVENUE,DOUGLASS STREET,DEGRAW STREET,DOUGLASS STREET,DEGRAW STREET,ADDRESS,BROOKLYN,4 AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/20/2023 09:25:35 AM,06 BROOKLYN,39,Precinct 78,3009460001,BROOKLYN,989228,186603,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67885749104196,-73.982052773405,POINT (-73.982052773405 40.678857491042)
57938481,06/18/2023 04:21:46 PM,06/18/2023 04:23:53 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),,Street/Sidewalk,11375,72-41 AUSTIN STREET,AUSTIN STREET,72 ROAD,ASCAN AVENUE,72 ROAD,ASCAN AVENUE,ADDRESS,FOREST HILLS,AUSTIN STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 04:23:57 PM,06 QUEENS,29,Precinct 112,4032590005,QUEENS,1028225,201189,ONLINE,Unspecified,QUEENS,,,,,,,,40.718784762814856,-73.8413614869542,POINT (-73.841361486954 40.718784762815)
57937617,06/18/2023 03:22:28 PM,06/18/2023 06:07:16 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11419,115-19 107 AVENUE,107 AVENUE,115 STREET,116 STREET,115 STREET,116 STREET,ADDRESS,SOUTH RICHMOND HILL,107 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 06:07:20 PM,10 QUEENS,28,Precinct 106,4095380038,QUEENS,1032405,188343,PHONE,Unspecified,QUEENS,,,,,,,,40.68350380429033,-73.82637415144048,POINT (-73.82637415144 40.68350380429)
57947319,06/19/2023 11:30:19 AM,06/19/2023 04:47:50 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11374,66-11 WOODHAVEN BOULEVARD,WOODHAVEN BOULEVARD,66 AVENUE,66 ROAD,66 AVENUE,66 ROAD,ADDRESS,REGO PARK,WOODHAVEN BOULEVARD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/19/2023 04:47:54 PM,06 QUEENS,30,Precinct 112,4031400004,QUEENS,1022139,200904,PHONE,Unspecified,QUEENS,,,,,,,,40.7180306658801,-73.86331811785034,POINT (-73.86331811785 40.71803066588)
57939075,06/18/2023 09:50:56 PM,06/18/2023 10:17:41 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Street/Sidewalk,11203,1417 TROY AVENUE,TROY AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,TROY AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 10:17:45 PM,17 BROOKLYN,45,Precinct 67,3049910061,BROOKLYN,1002370,171691,PHONE,Unspecified,BROOKLYN,,,,,,,,40.63791019392721,-73.93471188820557,POINT (-73.934711888206 40.637910193927)
57952503,06/20/2023 03:11:53 PM,06/04/2024 12:52:03 AM,DOHMH,Department of Health and Mental Hygiene,Food Establishment,Food Contains Foreign Object,N/A,Restaurant/Bar/Deli/Bakery,10280,225 LIBERTY STREET,LIBERTY STREET,WEST STREET,SOUTH END AVENUE,WEST STREET,SOUTH END AVENUE,ADDRESS,NEW YORK,LIBERTY STREET,,Closed,,This SR was administratively closed. The issue you reported was addressed.,06/04/2024 12:52:07 AM,01 MANHATTAN,01,Precinct 1,1000160125,MANHATTAN,979905,198509,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71153703134516,-74.01567274628705,POINT (-74.015672746287 40.711537031345)
57935988,06/18/2023 10:05:30 PM,06/18/2023 10:22:42 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11434,177-18 119 ROAD,119 ROAD,BAISLEY BOULEVARD,177 PLACE,BAISLEY BOULEVARD,177 PLACE,ADDRESS,JAMAICA,119 ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 10:22:47 PM,12 QUEENS,27,Precinct 113,4124690050,QUEENS,1048618,189482,MOBILE,Unspecified,QUEENS,,,,,,,,40.68652703453518,-73.76790652934757,POINT (-73.767906529348 40.686527034535)
57937905,06/18/2023 05:15:09 PM,06/18/2023 05:41:36 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10016,123 EAST   30 STREET,EAST   30 STREET,PARK AVENUE SOUTH,LEXINGTON AVENUE,PARK AVENUE SOUTH,LEXINGTON AVENUE,ADDRESS,NEW YORK,EAST   30 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 05:41:41 PM,05 MANHATTAN,02,Unspecified,1008860016,MANHATTAN,989232,210367,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.744084013646045,-73.98202076715444,POINT (-73.982020767154 40.744084013646)
57945996,06/19/2023 06:29:00 PM,05/13/2025 04:51:23 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,11221,307 LEWIS AVENUE,LEWIS AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,PUTNAM AVENUE,JEFFERSON AVENUE,ADDRESS,BROOKLYN,LEWIS AVENUE,,Closed,,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",05/13/2025 04:51:29 PM,03 BROOKLYN,36,Precinct 81,3016500076,BROOKLYN,1002142,188936,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68524436130189,-73.93548763335711,POINT (-73.935487633357 40.685244361302)
57948489,06/19/2023 05:19:13 PM,06/19/2023 06:12:08 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10031,WEST  146 STREET,WEST  146 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 06:12:14 PM,Unspecified MANHATTAN,,Precinct 30,,MANHATTAN,,,PHONE,Unspecified,MANHATTAN,,,,,,,,,,
57952323,06/20/2023 03:05:17 PM,06/20/2023 04:50:17 PM,NYPD,New York City Police Department,Animal-Abuse,Neglected,,Residential Building/House,11211,108 CONSELYEA STREET,CONSELYEA STREET,LEONARD STREET,MANHATTAN AVENUE,LEONARD STREET,MANHATTAN AVENUE,ADDRESS,BROOKLYN,CONSELYEA STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 04:50:22 PM,01 BROOKLYN,34,Precinct 94,3027580015,BROOKLYN,998958,199770,PHONE,Unspecified,BROOKLYN,,,,,,,,40.71498701701612,-73.94694437356547,POINT (-73.946944373565 40.714987017016)
57943350,06/19/2023 12:15:09 PM,06/19/2023 01:01:03 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,10025,2612 BROADWAY,BROADWAY,WEST   98 STREET,WEST   99 STREET,WEST   98 STREET,WEST   99 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,,The Police Department issued a summons in response to the complaint.,06/19/2023 01:01:13 PM,07 MANHATTAN,07,Precinct 24,1018700045,MANHATTAN,992408,229409,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79634697983548,-73.97053598278849,POINT (-73.970535982788 40.796346979835)
57944871,06/19/2023 09:48:21 PM,06/19/2023 09:48:21 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Condition Attracting Rodents,,3+ Family Apt. Building,10019,540 WEST   55 STREET,WEST   55 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,NEW YORK,WEST   55 STREET,,Closed,,The Department of Health and Mental Hygiene found violations on the property you reported. Follow-up inspections will be scheduled.,06/19/2023 09:48:21 PM,04 MANHATTAN,06,Precinct 18,1010830001,MANHATTAN,986621,219304,PHONE,Unspecified,MANHATTAN,,,,,,,,40.76861488633553,-73.99144029251505,POINT (-73.991440292515 40.768614886336)
57937284,06/18/2023 10:35:39 PM,06/18/2023 10:49:36 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11372,35-51 94 STREET,94 STREET,35 AVENUE,37 AVENUE,35 AVENUE,37 AVENUE,ADDRESS,JACKSON HEIGHTS,94 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 10:49:41 PM,03 QUEENS,21,Precinct 115,4014680052,QUEENS,1019345,213248,ONLINE,Unspecified,QUEENS,,,,,,,,40.7519233920471,-73.87333286895793,POINT (-73.873332868958 40.751923392047)
57942747,06/19/2023 10:35:45 AM,06/26/2023 03:36:56 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Garbage or Litter,Full Trash Bag Not Picked Up,Park,10027,18 MT MORRIS PARK WEST,MT MORRIS PARK WEST,WEST  121 STREET,WEST  122 STREET,WEST  121 STREET,WEST  122 STREET,ADDRESS,NEW YORK,MOUNT MORRIS PARK WEST,,Closed,,NYC Parks has completed the requested work order and corrected the problem.,06/26/2023 03:37:01 PM,11 MANHATTAN,09,Precinct 25,1017190001,MANHATTAN,999350,232500,MOBILE,Marcus Garvey Park,MANHATTAN,,,,,,,,40.80482179264163,-73.94545681211618,POINT (-73.945456812116 40.804821792642)
57949002,06/19/2023 01:51:45 PM,06/24/2023 06:41:41 PM,HPD,Department of Housing Preservation and Development,GENERAL,MAILBOX,BOX BROKEN OR MISSING,RESIDENTIAL BUILDING,10474,710 HUNTS POINT AVENUE,HUNTS POINT AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/24/2023 12:00:00 AM,02 BRONX,17,Precinct 41,2027630248,BRONX,1015724,236225,PHONE,Unspecified,BRONX,,,,,,,,40.815002719791444,-73.88629435215104,POINT (-73.886294352151 40.815002719791)
57940317,06/18/2023 03:05:24 PM,06/18/2023 03:30:46 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,,Club/Bar/Restaurant,11216,1320 FULTON STREET,FULTON STREET,NOSTRAND AVENUE,VERONA PLACE,NOSTRAND AVENUE,VERONA PLACE,ADDRESS,BROOKLYN,FULTON STREET,,Closed,,This complaint does not fall under the Police Department's jurisdiction.,06/18/2023 03:30:49 PM,03 BROOKLYN,36,Precinct 79,3018617501,BROOKLYN,998639,187134,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68030467042509,-73.94812208500241,POINT (-73.948122085002 40.680304670425)
57948723,06/19/2023 07:02:59 PM,06/19/2023 10:32:21 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11354,139-76 35 AVENUE,35 AVENUE,UNION STREET,PARSONS BOULEVARD,UNION STREET,PARSONS BOULEVARD,ADDRESS,FLUSHING,35 AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 10:32:26 PM,07 QUEENS,20,Precinct 109,4050027501,QUEENS,1032120,218191,MOBILE,Unspecified,QUEENS,,,,,,,,40.76543070478173,-73.82718942539123,POINT (-73.827189425391 40.765430704782)
57941973,06/19/2023 02:39:47 AM,06/19/2023 02:56:22 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11370,31-18 81 STREET,81 STREET,31 AVENUE,32 AVENUE,31 AVENUE,32 AVENUE,ADDRESS,EAST ELMHURST,81 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 02:56:29 AM,03 QUEENS,25,Precinct 115,4011510017,QUEENS,1015584,215713,MOBILE,Unspecified,QUEENS,,,,,,,,40.75870331161867,-73.88689580859412,POINT (-73.886895808594 40.758703311619)
57943584,06/19/2023 04:08:06 PM,06/23/2023 08:03:08 AM,HPD,Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,BROKEN OR MISSING,RESIDENTIAL BUILDING,11236,1625 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/23/2023 12:00:00 AM,18 BROOKLYN,46,Precinct 69,3082240022,BROOKLYN,1012447,173056,PHONE,Unspecified,BROOKLYN,,,,,,,,40.641630477063444,-73.89839780518528,POINT (-73.898397805185 40.641630477063)
57939120,06/18/2023 10:22:54 PM,06/18/2023 10:48:53 PM,NYPD,New York City Police Department,Noise - Commercial,Car/Truck Music,,Store/Commercial,10013,9 DOYER STREET,DOYER STREET,BOWERY,PELL STREET,BOWERY,PELL STREET,ADDRESS,NEW YORK,DOYERS STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 10:48:59 PM,03 MANHATTAN,01,Precinct 5,1001620030,MANHATTAN,984768,199569,PHONE,Unspecified,MANHATTAN,,,,,,,,40.71444753045363,-73.99813145292558,POINT (-73.998131452926 40.714447530454)
57949542,06/20/2023 09:27:09 PM,05/13/2025 04:52:41 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,11223,258 AVENUE S,AVENUE S,WEST    4 STREET,WEST    3 STREET,WEST    4 STREET,WEST    3 STREET,ADDRESS,BROOKLYN,AVENUE S,,Closed,,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",05/13/2025 04:53:18 PM,11 BROOKLYN,44,Precinct 62,3070850007,BROOKLYN,990927,158387,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.60140950192746,-73.97595527756611,POINT (-73.975955277566 40.601409501927)
57941064,06/19/2023 07:20:39 AM,06/19/2023 08:10:55 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11234,1510 EAST   35 STREET,EAST   35 STREET,FLATLANDS AVENUE,AVENUE P,FLATLANDS AVENUE,AVENUE P,ADDRESS,BROOKLYN,EAST   35 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 08:10:57 AM,18 BROOKLYN,45,Precinct 63,3076960069,BROOKLYN,1000707,164074,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.617006381803655,-73.9407224081137,POINT (-73.940722408114 40.617006381804)
57948453,06/19/2023 04:15:44 PM,06/19/2023 05:08:24 PM,NYPD,New York City Police Department,Illegal Parking,Detached Trailer,,Street/Sidewalk,11221,134 STOCKHOLM STREET,STOCKHOLM STREET,MYRTLE AVENUE,WILSON AVENUE,MYRTLE AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,STOCKHOLM STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 05:08:27 PM,04 BROOKLYN,37,Precinct 83,3032560010,BROOKLYN,1005403,193784,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69854380449618,-73.92371437723428,POINT (-73.923714377234 40.698543804496)
57945456,06/19/2023 10:06:56 AM,06/19/2023 10:38:25 AM,NYPD,New York City Police Department,Drinking,In Public,,Park/Playground,10025,RIVERSIDE DRIVE,RIVERSIDE DRIVE,RIVERSIDE DRIVE,WEST   94 STREET,RIVERSIDE DRIVE,WEST   94 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 10:38:31 AM,07 MANHATTAN,06,Precinct 24,,MANHATTAN,990797,228874,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79487989039678,-73.97635490704776,POINT (-73.976354907048 40.794879890397)
57945969,06/19/2023 02:55:12 PM,12/04/2023 01:40:36 PM,DPR,Department of Parks and Recreation,Dead/Dying Tree,Planted More Than 2 Years Ago,N/A,Street,10036,453 WEST   46 STREET,WEST   46 STREET,9 AVENUE,10 AVENUE,9 AVENUE,10 AVENUE,ADDRESS,NEW YORK,WEST   46 STREET,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",12/04/2023 01:40:41 PM,04 MANHATTAN,03,Precinct 18,1010560010,MANHATTAN,986261,216832,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.76182997438099,-73.9927406924329,POINT (-73.992740692433 40.761829974381)
57950901,06/20/2023 11:33:00 PM,06/22/2023 09:45:00 AM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,,Sidewalk,10314,16 BOONE STREET,BOONE STREET,FIELDS AVENUE,FOREST HILL ROAD,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Sanitation collected the E-waste.,06/22/2023 09:45:00 AM,02 STATEN ISLAND,50,Precinct 121,5019810013,STATEN ISLAND,945837,158461,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.60153188191944,-74.13833038611668,POINT (-74.138330386117 40.601531881919)
57944133,06/19/2023 08:29:41 PM,06/19/2023 09:21:09 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11215,141 SIXTH STREET,SIXTH STREET,2 AVENUE,3 AVENUE,2 AVENUE,3 AVENUE,ADDRESS,BROOKLYN,6 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 09:21:14 PM,06 BROOKLYN,39,Precinct 78,3009790023,BROOKLYN,986605,184923,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67424735659418,-73.991510085009,POINT (-73.991510085009 40.674247356594)
57948948,06/19/2023 07:25:20 PM,06/21/2023 08:04:02 PM,HPD,Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,HOLE IN NON-WALKING AREA,RESIDENTIAL BUILDING,11418,101-13 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,RICHMOND HILL,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,06/21/2023 12:00:00 AM,09 QUEENS,32,Precinct 102,4091810043,QUEENS,1026900,192544,PHONE,Unspecified,QUEENS,,,,,,,,40.69506280294878,-73.8461961328967,POINT (-73.846196132897 40.695062802949)
57950433,06/20/2023 05:07:57 PM,06/20/2023 08:47:52 PM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,,Store/Commercial,10466,825 EAST  233 STREET,EAST  233 STREET,BARNES AVENUE,BUSSING AVENUE,BARNES AVENUE,BUSSING AVENUE,ADDRESS,BRONX,EAST  233 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2023 08:47:57 PM,12 BRONX,11,Precinct 47,2050000033,BRONX,1024707,264374,MOBILE,Unspecified,BRONX,,,,,,,,40.89222666252636,-73.85367178100319,POINT (-73.853671781003 40.892226662526)
57945285,06/19/2023 09:46:37 AM,06/21/2023 06:41:50 AM,DHS,Department of Homeless Services,Encampment,N/A,,Street/Sidewalk,10018,457 WEST   40 STREET,WEST   40 STREET,PORT AUTHORITY BUS TERMINAL EXIT,PATH BUS TRML ENTRANCE W   40 ST,PORT AUTHORITY BUS TERMINAL EXIT,PATH BUS TRML ENTRANCE W   40 ST,ADDRESS,NEW YORK,WEST   40 STREET,,Closed,,The Department of Homeless Services (DHS) visited the location and is coordinating with their agency partners to address the condition. No further information will be available with 311.,06/21/2023 06:41:54 AM,04 MANHATTAN,03,Precinct 10,1010500001,MANHATTAN,985469,215439,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.75800669104143,-73.99559990651876,POINT (-73.995599906519 40.758006691041)
57947913,06/19/2023 09:55:42 PM,07/31/2023 11:51:15 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,N/A,RESIDENTIAL BUILDING,11249,84 ROSS STREET,ROSS STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",07/31/2023 12:00:00 AM,01 BROOKLYN,33,Precinct 90,3021860001,BROOKLYN,994482,195757,PHONE,Unspecified,BROOKLYN,,,,,,,,40.70397859311487,-73.96309657960612,POINT (-73.963096579606 40.703978593115)
57947382,06/19/2023 08:40:28 PM,06/20/2023 12:28:02 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11385,64-01 MYRTLE AVENUE,MYRTLE AVENUE,64 STREET,64 PLACE,64 STREET,64 PLACE,ADDRESS,RIDGEWOOD,MYRTLE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2023 12:28:06 AM,05 QUEENS,30,Precinct 104,4036390036,QUEENS,1014110,194682,ONLINE,Unspecified,QUEENS,,,,,,,,40.70098350684144,-73.89230972712505,POINT (-73.892309727125 40.700983506841)
57943782,06/19/2023 10:33:17 AM,06/26/2023 09:49:58 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Other (Please Specify),Street,11222,69 ENGERT AVENUE,ENGERT AVENUE,ECKFORD STREET,GRAHAM AVENUE,ECKFORD STREET,GRAHAM AVENUE,ADDRESS,BROOKLYN,ENGERT AVENUE,,Closed,,"The Service Request submitted did not have sufficient location or complaint information for NYC Parks to respond.  Please submit a new Service Request with adequate site details, including a full street address and descriptive location information.",06/26/2023 09:50:01 AM,01 BROOKLYN,33,Precinct 94,3026990038,BROOKLYN,998718,202107,PHONE,Unspecified,BROOKLYN,,,,,,,,40.721401915218465,-73.94780509338736,POINT (-73.947805093387 40.721401915218)
57938760,06/18/2023 11:44:14 PM,06/19/2023 12:56:42 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10461,B STREET,B STREET,B STREET,BAISLEY AVENUE,B STREET,BAISLEY AVENUE,INTERSECTION,,,,Closed,,The Police Department issued a summons in response to the complaint.,06/19/2023 12:56:47 AM,10 BRONX,13,Precinct 45,,BRONX,1031836,243957,ONLINE,Unspecified,BRONX,,,,,,,,40.83615272298838,-73.82803205793861,POINT (-73.828032057939 40.836152722988)
57950865,06/20/2023 11:48:48 AM,06/20/2023 02:55:21 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11106,14 STREET,14 STREET,14 STREET,31 AVENUE,14 STREET,31 AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 02:55:26 PM,01 QUEENS,22,Precinct 114,,QUEENS,1003079,219181,PHONE,Unspecified,QUEENS,,,,,,,,40.76825754911106,-73.93202451143456,POINT (-73.932024511435 40.768257549111)
57945447,06/19/2023 02:40:04 PM,06/19/2023 10:27:36 PM,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,N/A,Street,10306,324 STOBE AVENUE,STOBE AVENUE,MEADOW PLACE,LACONIA AVENUE,MEADOW PLACE,LACONIA AVENUE,ADDRESS,STATEN ISLAND,STOBE AVENUE,,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,06/19/2023 10:27:41 PM,02 STATEN ISLAND,50,Precinct 122,5036740066,STATEN ISLAND,957652,150738,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.58037714219253,-74.0957526205766,POINT (-74.095752620577 40.580377142193)
