Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57938396,06/18/2023 12:49:04 PM,07/10/2023 06:15:10 PM,HPD,Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,NO GAS OR ELECTRICITY,RESIDENTIAL BUILDING,11212,423 CHESTER STREET,CHESTER STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/10/2023 12:00:00 AM,16 BROOKLYN,42,Precinct 73,3035890012,BROOKLYN,1009340,180230,PHONE,Unspecified,BROOKLYN,,,,,,,,40.661330882174624,-73.90956655672771,POINT (-73.909566556728 40.661330882175)
57943598,06/19/2023 11:42:02 PM,07/10/2023 12:04:38 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,MICE,RESIDENTIAL BUILDING,10472,1244 NOBLE AVENUE,NOBLE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development was not able to gain access to inspect the following conditions. The complaint has been closed. If the condition still exists, please file a new complaint.",07/10/2023 12:00:00 AM,09 BRONX,18,Precinct 43,2037830006,BRONX,1020207,242109,PHONE,Unspecified,BRONX,,,,,,,,40.831135505474094,-73.87006717703649,POINT (-73.870067177036 40.831135505474)
57939314,06/18/2023 10:20:28 PM,06/18/2023 10:59:09 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,11419,104-19 122 STREET,122 STREET,LIBERTY AVENUE,107 AVENUE,LIBERTY AVENUE,107 AVENUE,ADDRESS,SOUTH RICHMOND HILL,122 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2023 10:59:14 PM,10 QUEENS,28,Precinct 106,4095760079,QUEENS,1033769,189584,MOBILE,Unspecified,QUEENS,,,,,,,,40.68690253279486,-73.82144705746502,POINT (-73.821447057465 40.686902532795)
57948917,06/19/2023 02:25:09 PM,06/19/2023 02:38:49 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10453,1705 ANDREWS AVENUE,ANDREWS AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,WEST  176 STREET,WEST TREMONT AVENUE,ADDRESS,BRONX,ANDREWS AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 02:38:57 PM,05 BRONX,14,Precinct 46,2028780169,BRONX,1006856,248821,ONLINE,Unspecified,BRONX,,,,,,,,40.84960224583468,-73.91828917308378,POINT (-73.918289173084 40.849602245835)
57938909,06/18/2023 09:04:30 PM,06/19/2023 03:06:07 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11378,53-56 65 PLACE,65 PLACE,53 AVENUE,53 DRIVE,53 AVENUE,53 DRIVE,ADDRESS,MASPETH,65 PLACE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 03:06:14 AM,05 QUEENS,30,Precinct 104,4023740187,QUEENS,1011904,205166,MOBILE,Unspecified,QUEENS,,,,,,,,40.72976672912934,-73.9002226044247,POINT (-73.900222604425 40.729766729129)
57937676,06/18/2023 02:39:57 PM,06/18/2023 03:21:04 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11694,144 BEACH  147 STREET,BEACH  147 STREET,DEAD END,ROCKAWAY BEACH BOULEVARD,DEAD END,ROCKAWAY BEACH BOULEVARD,ADDRESS,FAR ROCKAWAY,BEACH  147 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 03:21:09 PM,14 QUEENS,32,Precinct 100,4163200044,QUEENS,1022693,146463,MOBILE,Unspecified,QUEENS,,,,,,,,40.568599667417914,-73.86162982959942,POINT (-73.861629829599 40.568599667418)
57944201,06/19/2023 12:00:57 PM,06/19/2023 01:25:43 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10468,2890 SEDGWICK AVENUE,SEDGWICK AVENUE,WEST  229 STREET,RESERVOIR AVENUE,WEST  229 STREET,RESERVOIR AVENUE,ADDRESS,BRONX,SEDGWICK AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 01:25:47 PM,08 BRONX,14,Precinct 50,2032500200,BRONX,1011704,258302,MOBILE,Unspecified,BRONX,,,,,,,,40.875610967981835,-73.90072694449508,POINT (-73.900726944495 40.875610967982)
57951698,06/20/2023 10:13:43 PM,06/20/2023 10:49:28 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,10473,716 ROSEDALE AVENUE,ROSEDALE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,SEWARD AVENUE,LAFAYETTE AVENUE,ADDRESS,BRONX,ROSEDALE AVENUE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/20/2023 10:49:31 PM,09 BRONX,18,Precinct 43,2035950013,BRONX,1021250,237802,PHONE,Unspecified,BRONX,,,,,,,,40.819309720885734,-73.86632198926294,POINT (-73.866321989263 40.819309720886)
57947981,06/19/2023 08:42:31 PM,05/13/2025 04:51:35 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,11105,42-09 23 AVENUE,23 AVENUE,SOUND STREET,43 STREET,SOUND STREET,43 STREET,ADDRESS,ASTORIA,23 AVENUE,,Closed,,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",05/13/2025 04:52:15 PM,01 QUEENS,22,Precinct 114,4007830037,QUEENS,1010137,219788,MOBILE,Unspecified,QUEENS,,,,,,,,40.76990575484914,-73.9065417611194,POINT (-73.906541761119 40.769905754849)
57950186,06/20/2023 08:17:51 PM,06/20/2023 10:13:09 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10467,2222 CRUGER AVENUE,CRUGER AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,PELHAM PARKWAY NORTH,ASTOR AVENUE,ADDRESS,BRONX,CRUGER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 10:13:14 PM,11 BRONX,13,Precinct 49,2043440017,BRONX,1021164,252038,ONLINE,Unspecified,BRONX,,,,,,,,40.85838371758425,-73.86655434605375,POINT (-73.866554346054 40.858383717584)
57936128,06/18/2023 05:21:50 AM,06/20/2023 03:29:11 PM,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,NO HOT WATER,RESIDENTIAL BUILDING,10452,975 ANDERSON AVENUE,ANDERSON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",06/20/2023 12:00:00 AM,04 BRONX,08,Precinct 44,2025070028,BRONX,1004259,242260,PHONE,Unspecified,BRONX,,,,,,,,40.83160048618282,-73.92769576534447,POINT (-73.927695765344 40.831600486183)
57937577,06/18/2023 07:58:14 AM,06/18/2023 08:55:20 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11230,925 FOSTER AVENUE,FOSTER AVENUE,EAST    8 STREET,EAST   10 STREET,EAST    8 STREET,EAST   10 STREET,ADDRESS,BROOKLYN,FOSTER AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 08:55:24 AM,14 BROOKLYN,45,Precinct 70,,BROOKLYN,993211,169479,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.63185272598959,-73.96771558356117,POINT (-73.967715583561 40.63185272599)
57935642,06/18/2023 04:09:45 PM,07/24/2023 03:38:44 PM,DPR,Department of Parks and Recreation,Maintenance or Facility,Graffiti or Vandalism,Ball Field/Court,Park,11218,384 DAHILL ROAD,DAHILL ROAD,CORTELYOU ROAD,38 STREET,CORTELYOU ROAD,38 STREET,ADDRESS,BROOKLYN,DAHILL ROAD,,Closed,,NYC Parks has completed the requested work order and corrected the problem.,07/24/2023 03:38:51 PM,12 BROOKLYN,39,Precinct 66,3053670025,BROOKLYN,989930,171594,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.637660662904196,-73.97953448910964,POINT (-73.97953448911 40.637660662904)
57942491,06/19/2023 03:27:53 PM,06/20/2023 12:17:33 PM,DOT,Department of Transportation,Street Condition,Plate Condition - Noisy,N/A,Street,10467,3117 WEBSTER AVENUE,WEBSTER AVENUE,EAST  204 STREET,EAST  205 STREET,EAST  204 STREET,EAST  205 STREET,ADDRESS,BRONX,WEBSTER AVENUE,,Closed,,"The Department of Transportation's inspectors could not find the address you reported. If you would like to pursue the complaint, please check the address and call 311 or (212) 639-9675 with updated location information.",06/20/2023 12:17:38 PM,07 BRONX,11,Precinct 52,2033530005,BRONX,1018421,256815,ONLINE,Unspecified,BRONX,,,,,,,,40.871506164701344,-73.87644603449864,POINT (-73.876446034499 40.871506164701)
57942635,06/19/2023 07:31:14 PM,05/13/2025 04:51:23 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,11230,735 EAST    9 STREET,EAST    9 STREET,FOSTER AVENUE,AVENUE H,FOSTER AVENUE,AVENUE H,ADDRESS,BROOKLYN,EAST    9 STREET,,Closed,,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",05/13/2025 04:52:05 PM,14 BROOKLYN,45,Precinct 70,3064970075,BROOKLYN,993066,169043,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.63065614374921,-73.96823855462677,POINT (-73.968238554627 40.630656143749)
57952157,06/20/2023 09:23:27 AM,06/20/2023 09:24:01 AM,NYPD,New York City Police Department,Drug Activity,Use Outside,,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/20/2023 09:24:05 AM,08 QUEENS,24,Precinct 107,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343340538089,POINT (-73.803433405381 40.717249569348)
57943427,06/19/2023 09:10:53 PM,06/19/2023 09:27:49 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11213,1212 LINCOLN PLACE,LINCOLN PLACE,TROY AVENUE,SCHENECTADY AVENUE,TROY AVENUE,SCHENECTADY AVENUE,ADDRESS,BROOKLYN,LINCOLN PLACE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/19/2023 09:27:52 PM,08 BROOKLYN,35,Precinct 77,3013890012,BROOKLYN,1001987,183384,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67000569213066,-73.93606112152096,POINT (-73.936061121521 40.670005692131)
57937685,06/18/2023 12:25:12 PM,06/18/2023 12:31:23 PM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11366,78-15 PARSONS BOULEVARD,PARSONS BOULEVARD,78 AVENUE,78 ROAD,78 AVENUE,78 ROAD,ADDRESS,FRESH MEADOWS,PARSONS BOULEVARD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 12:31:28 PM,08 QUEENS,24,Precinct 107,4068290001,QUEENS,1037000,202363,ONLINE,Unspecified,QUEENS,,,,,,,,40.72195913199264,-73.80969682426189,POINT (-73.809696824262 40.721959131993)
57950537,06/20/2023 11:33:21 PM,06/20/2023 11:59:02 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10013,40 HOWARD STREET,HOWARD STREET,CROSBY STREET,BROADWAY,CROSBY STREET,BROADWAY,ADDRESS,NEW YORK,HOWARD STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 11:59:06 PM,02 MANHATTAN,01,Precinct 5,1002320001,MANHATTAN,983916,201534,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.719840993042794,-74.0012049135669,POINT (-74.001204913567 40.719840993043)
57940088,06/18/2023 09:15:15 PM,06/18/2023 09:59:09 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,10305,30 KERMIT AVENUE,KERMIT AVENUE,NORWAY AVENUE,PARKINSON AVENUE,NORWAY AVENUE,PARKINSON AVENUE,ADDRESS,STATEN ISLAND,KERMIT AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 09:59:14 PM,02 STATEN ISLAND,50,Precinct 122,5032360049,STATEN ISLAND,961339,157039,MOBILE,Unspecified,STATEN ISLAND,,,,,,,,40.597682416535875,-74.08250081774699,POINT (-74.082500817747 40.597682416536)
57943472,06/19/2023 09:10:55 PM,06/19/2023 09:25:24 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11210,1416 NEW YORK AVENUE,NEW YORK AVENUE,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,ADDRESS,BROOKLYN,NEW YORK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 09:25:29 PM,17 BROOKLYN,45,Precinct 67,3049950030,BROOKLYN,999427,171774,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.638143542877394,-73.94531561201252,POINT (-73.945315612013 40.638143542877)
57950447,06/20/2023 02:00:55 AM,06/20/2023 03:02:10 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10466,766 EAST  224 STREET,EAST  224 STREET,WHITE PLAINS ROAD,BARNES AVENUE,WHITE PLAINS ROAD,BARNES AVENUE,ADDRESS,BRONX,EAST  224 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 03:02:15 AM,12 BRONX,12,Precinct 47,2048370079,BRONX,1023215,262295,MOBILE,Unspecified,BRONX,,,,,,,,40.88652718499188,-73.85908025712571,POINT (-73.859080257126 40.886527184992)
57951626,06/20/2023 07:52:07 PM,06/21/2023 01:10:35 AM,NYPD,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,,Street/Sidewalk,11229,2213 BRIGHAM STREET,BRIGHAM STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,BRIGHAM STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/21/2023 01:10:42 AM,15 BROOKLYN,46,Precinct 61,3073930001,BROOKLYN,1002371,157327,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.59848400634274,-73.93474683848635,POINT (-73.934746838486 40.598484006343)
57946037,06/19/2023 09:39:15 PM,10/24/2024 02:00:16 PM,EDC,Economic Development Corporation,Noise - Helicopter,Other,Flying Too Low,Above Address,11357,160-21 13 AVENUE,13 AVENUE,160 STREET,162 STREET,160 STREET,162 STREET,ADDRESS,WHITESTONE,13 AVENUE,,Closed,,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",10/24/2024 02:00:19 PM,07 QUEENS,19,Precinct 109,4045820009,QUEENS,1039149,227054,ONLINE,Unspecified,QUEENS,,,,,,,,40.789716387210206,-73.80174242024911,POINT (-73.801742420249 40.78971638721)
57939548,06/18/2023 06:28:36 PM,06/18/2023 06:46:59 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,11372,34-40 78 STREET,78 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,ADDRESS,JACKSON HEIGHTS,78 STREET,,Closed,,The Police Department reviewed your complaint and provided additional information below.,06/18/2023 06:47:03 PM,03 QUEENS,25,Precinct 115,4012640014,QUEENS,1015123,213368,MOBILE,Unspecified,QUEENS,,,,,,,,40.75226851036943,-73.88857061437616,POINT (-73.888570614376 40.752268510369)
57947936,06/19/2023 09:26:39 AM,06/20/2023 08:07:42 PM,HPD,Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,AT WALL OR CEILING,RESIDENTIAL BUILDING,11219,902 44 STREET,44 STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development was unable to access the rooms where the following  conditions were reported. No violations were issued. The complaint has been closed.,06/20/2023 12:00:00 AM,12 BROOKLYN,38,Precinct 66,3056070003,BROOKLYN,984900,173510,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64292146998019,-73.99765781148379,POINT (-73.997657811484 40.64292146998)
57942545,06/19/2023 05:51:15 PM,07/05/2023 07:23:50 PM,HPD,Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,OUTLET SEALED OR DEFECTIVE,RESIDENTIAL BUILDING,11221,453A PULASKI STREET,PULASKI STREET,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/05/2023 12:00:00 AM,03 BROOKLYN,36,Precinct 81,3015960057,BROOKLYN,1003072,192251,PHONE,Unspecified,BROOKLYN,,,,,,,,40.69434134192425,-73.93212511456656,POINT (-73.932125114567 40.694341341924)
57939674,06/18/2023 04:41:42 PM,06/19/2023 10:15:51 AM,DSNY,Department of Sanitation,Residential Disposal Complaint,Waste Set Out Too Early or Too Late,N/A,Sidewalk,10024,160 WEST   84 STREET,WEST   84 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST   84 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/19/2023 10:15:59 AM,07 MANHATTAN,06,Precinct 20,1012140060,MANHATTAN,991040,225694,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7861514626667,-73.97548050498007,POINT (-73.97548050498 40.786151462667)
57936866,06/18/2023 11:31:16 PM,06/18/2023 11:46:06 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11435,144-09 109 AVENUE,109 AVENUE,PINEGROVE STREET,INWOOD STREET,PINEGROVE STREET,INWOOD STREET,ADDRESS,JAMAICA,109 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 11:46:10 PM,12 QUEENS,28,Precinct 103,4119320045,QUEENS,1038970,190319,ONLINE,Unspecified,QUEENS,,,,,,,,40.68888930750648,-73.8026876626626,POINT (-73.802687662663 40.688889307506)
57936020,06/18/2023 04:26:06 AM,06/18/2023 04:48:32 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11105,20-70 STEINWAY STREET,STEINWAY STREET,20 ROAD,21 AVENUE,20 ROAD,21 AVENUE,ADDRESS,ASTORIA,STEINWAY STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 04:48:39 AM,01 QUEENS,22,Precinct 114,4008090058,QUEENS,1011005,221660,ONLINE,Unspecified,QUEENS,,,,,,,,40.7750413179652,-73.90340062387061,POINT (-73.903400623871 40.775041317965)
57949133,06/20/2023 01:30:45 AM,06/20/2023 04:57:23 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10461,1332 VREELAND AVENUE,VREELAND AVENUE,WATERBURY AVENUE,DEAD END,WATERBURY AVENUE,DEAD END,ADDRESS,BRONX,VREELAND AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2023 04:57:27 AM,10 BRONX,13,Precinct 45,2053470013,BRONX,1029227,243895,MOBILE,Unspecified,BRONX,,,,,,,,40.8359962239651,-73.83746094636737,POINT (-73.837460946367 40.835996223965)
57940907,06/19/2023 11:16:39 AM,06/20/2023 04:41:45 AM,DSNY,Department of Sanitation,Obstruction,Cone,Street,Street,11418,87-34 126 STREET,126 STREET,JAMAICA AVENUE,89 AVENUE,JAMAICA AVENUE,89 AVENUE,ADDRESS,RICHMOND HILL,126 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/20/2023 04:41:49 AM,09 QUEENS,29,Precinct 102,4093340022,QUEENS,1032888,194650,PHONE,Unspecified,QUEENS,,,,,,,,40.70081238712962,-73.82458713232133,POINT (-73.824587132321 40.70081238713)
57946262,06/19/2023 03:38:49 PM,06/19/2023 04:56:55 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11429,113-32 207 STREET,207 STREET,113 AVENUE,MURDOCK AVENUE,113 AVENUE,MURDOCK AVENUE,ADDRESS,QUEENS VILLAGE,207 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/19/2023 04:57:00 PM,13 QUEENS,27,Precinct 105,4110020217,QUEENS,1054102,195376,ONLINE,Unspecified,QUEENS,,,,,,,,40.702663050735765,-73.74807170350472,POINT (-73.748071703505 40.702663050736)
57952328,06/20/2023 03:40:06 PM,06/21/2023 01:28:05 PM,DPR,Department of Parks and Recreation,Damaged Tree,Entire Tree Has Fallen Down,Other (Please Specify),Street,10003,2 AVENUE,2 AVENUE,2 AVENUE,EAST   12 STREET,2 AVENUE,EAST   12 STREET,INTERSECTION,,,,Closed,,NYC Parks performed the work necessary to correct the condition.,06/21/2023 01:28:11 PM,03 MANHATTAN,02,Precinct 9,,MANHATTAN,988155,205607,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.73101953301406,-73.98591024906226,POINT (-73.985910249062 40.731019533014)
57939494,06/18/2023 05:45:39 PM,06/18/2023 06:05:41 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11207,669 MILLER AVENUE,MILLER AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,LIVONIA AVENUE,RIVERDALE AVENUE,ADDRESS,BROOKLYN,MILLER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 06:05:45 PM,05 BROOKLYN,42,Precinct 75,3040870003,BROOKLYN,1015021,181337,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.664351429468816,-73.8890851437762,POINT (-73.889085143776 40.664351429469)
57948746,06/19/2023 07:16:09 PM,06/21/2023 11:59:21 AM,DSNY,Department of Sanitation,Dead Animal,Bird,Street or Sidewalk,Sidewalk,10310,197 GREENLEAF AVENUE,GREENLEAF AVENUE,ARTHUR COURT,EGBERT AVENUE,ARTHUR COURT,EGBERT AVENUE,ADDRESS,STATEN ISLAND,GREENLEAF AVENUE,,Closed,,The Department of Sanitation removed the items.,06/20/2023 11:29:47 AM,01 STATEN ISLAND,50,Precinct 120,5003510122,STATEN ISLAND,949175,167207,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.6255516619692,-74.12635524695665,POINT (-74.126355246957 40.625551661969)
57952463,06/20/2023 11:17:22 AM,01/16/2024 10:37:32 AM,DPR,Department of Parks and Recreation,Root/Sewer/Sidewalk Condition,Trees and Sidewalks Program,Free Repair,Street,11228,1022 80 STREET,80 STREET,10 AVENUE,11 AVENUE,10 AVENUE,11 AVENUE,ADDRESS,BROOKLYN,80 STREET,,Closed,,"NYC Parks inspected and determined this site does not rate high enough to be repaired by NYC Parks at this time.   We understand conditions may become worse over time. In three years, you may submit a service request via 311, the Parks website, or NYC Tree Map for a new inspection.   You can repair the sidewalk yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website.",01/16/2024 10:37:36 AM,10 BROOKLYN,38,Precinct 68,3059930015,BROOKLYN,979720,165538,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6210388831032,-74.0163179009079,POINT (-74.016317900908 40.621038883103)
57943112,06/19/2023 09:18:29 PM,06/19/2023 09:33:29 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11421,91-44 90 STREET,90 STREET,91 AVENUE,ATLANTIC AVENUE,91 AVENUE,ATLANTIC AVENUE,ADDRESS,WOODHAVEN,90 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 09:33:32 PM,09 QUEENS,32,Precinct 102,4089830027,QUEENS,1025068,190022,PHONE,Unspecified,QUEENS,,,,,,,,40.6881491439726,-73.8528179356017,POINT (-73.852817935602 40.688149143973)
57947549,06/19/2023 10:02:07 AM,06/20/2023 11:58:22 AM,DSNY,Department of Sanitation,Missed Collection,Bulky Trash,N/A,Street,11106,31-18 30 STREET,30 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ADDRESS,ASTORIA,30 STREET,,Closed,,The Department of Sanitation collected the requested items.,06/20/2023 05:32:59 AM,01 QUEENS,22,Precinct 114,4005880048,QUEENS,1005088,217668,ONLINE,Unspecified,QUEENS,,,,,,,,40.764100249920745,-73.92477641682046,POINT (-73.92477641682 40.764100249921)
57943463,06/19/2023 07:10:19 PM,06/19/2023 10:07:33 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10452,106 ELLIOT PLACE,ELLIOT PLACE,WALTON AVENUE,GRAND CONCOURSE,WALTON AVENUE,GRAND CONCOURSE,ADDRESS,BRONX,ELLIOT PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 10:07:38 PM,04 BRONX,16,Precinct 44,2028410045,BRONX,1007524,244861,ONLINE,Unspecified,BRONX,,,,,,,,40.8387314760312,-73.91588839010412,POINT (-73.915888390104 40.838731476031)
