Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
58024024,06/27/2023 10:04:45 PM,06/27/2023 10:23:58 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Street/Sidewalk,10462,MORRIS PARK AVENUE,MORRIS PARK AVENUE,MORRIS PARK AVENUE,WALLACE AVENUE,MORRIS PARK AVENUE,WALLACE AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/27/2023 10:24:02 PM,11 BRONX,13,Precinct 49,,BRONX,1022029,247446,PHONE,Unspecified,BRONX,,,,,,,,40.84577639696616,-73.86345321640817,POINT (-73.863453216408 40.845776396966)
57942538,06/19/2023 12:27:41 PM,05/13/2025 04:51:16 PM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,11385,502 WOODWARD AVENUE,WOODWARD AVENUE,GREENE AVENUE,BLEECKER STREET,GREENE AVENUE,BLEECKER STREET,ADDRESS,RIDGEWOOD,WOODWARD AVENUE,,Closed,,"In an effort to more fully and efficiently service each city block, NYC Parks is shifting their street tree planting program to a neighborhood approach.  If the site that you requested meets the criteria for planting, NYC Parks will plant a tree through their new Neighborhood Tree Planting Program.   NYC Parks is no longer accepting new tree planting requests. Each neighborhood will be surveyed, inspected, and planted sequentially. NYC Parks foresters will be conducting tree removal, stump removal, and planting block by block and closing all unplantable tree beds. The most heat-vulnerable neighborhoods will be prioritized first.  To learn more about this program, visit nyc.gov/parks/street-tree-planting.  To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",05/13/2025 04:51:20 PM,05 QUEENS,34,Precinct 104,4034050037,QUEENS,1009220,197009,MOBILE,Unspecified,QUEENS,,,,,,,,40.707385720769814,-73.90993689984748,POINT (-73.909936899847 40.70738572077)
57943483,06/19/2023 11:35:10 PM,06/20/2023 12:19:50 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11212,257 GRAFTON STREET,GRAFTON STREET,DUMONT AVENUE,LIVONIA AVENUE,DUMONT AVENUE,LIVONIA AVENUE,ADDRESS,BROOKLYN,GRAFTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 12:19:56 AM,16 BROOKLYN,41,Precinct 73,3035670014,BROOKLYN,1007139,180435,PHONE,Unspecified,BROOKLYN,,,,,,,,40.661899524967055,-73.91749905672745,POINT (-73.917499056727 40.661899524967)
57941548,06/20/2023 12:41:37 AM,06/20/2023 01:00:43 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10034,225 DYCKMAN STREET,DYCKMAN STREET,BROADWAY,SEAMAN AVENUE,BROADWAY,SEAMAN AVENUE,ADDRESS,NEW YORK,DYCKMAN STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/20/2023 01:00:47 AM,12 MANHATTAN,10,Precinct 34,1022370001,MANHATTAN,1004290,254713,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.865780211951396,-73.9275465238366,POINT (-73.927546523837 40.865780211951)
57950701,06/20/2023 12:00:06 PM,06/25/2023 01:50:41 PM,HPD,Department of Housing Preservation and Development,PLUMBING,BASIN/SINK,DRAIN PIPE BLOCKED OR BROKEN,RESIDENTIAL BUILDING,10024,156 WEST   86 STREET,WEST   86 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,06/25/2023 12:00:00 AM,07 MANHATTAN,06,Precinct 20,1012160054,MANHATTAN,991429,226105,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78727924031682,-73.97407534069578,POINT (-73.974075340696 40.787279240317)
57948343,06/19/2023 06:44:00 AM,06/23/2023 09:55:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),WA2,,11377,41-64 72 STREET,72 STREET,41 AVE,WOODSIDE AVE,,,ADDRESS,WOODSIDE,,,Closed,,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/23/2023 09:55:00 AM,02 QUEENS,26,Precinct 108,4013110072,QUEENS,1013910,210095,ONLINE,Unspecified,QUEENS,,,,,,,,40.7432891070609,-73.8929631046446,POINT (-73.892963104645 40.743289107061)
57939910,06/18/2023 04:36:41 PM,06/18/2023 05:55:55 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11420,150-38 129 STREET,129 STREET,OLD SOUTH ROAD,152 AVENUE,OLD SOUTH ROAD,152 AVENUE,ADDRESS,SOUTH OZONE PARK,129 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 05:56:00 PM,10 QUEENS,28,Precinct 106,4118970057,QUEENS,1036329,181249,MOBILE,Unspecified,QUEENS,,,,,,,,40.66401019534736,-73.81228077978366,POINT (-73.812280779784 40.664010195347)
57951565,06/20/2023 06:08:02 PM,06/20/2023 06:38:21 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,11207,1606 BUSHWICK AVENUE,BUSHWICK AVENUE,STEWART STREET,CONWAY STREET,STEWART STREET,CONWAY STREET,ADDRESS,BROOKLYN,BUSHWICK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 06:38:27 PM,04 BROOKLYN,37,Precinct 83,3034740027,BROOKLYN,1011080,187405,PHONE,Unspecified,BROOKLYN,,,,,,,,40.681019537312565,-73.9032664131225,POINT (-73.903266413122 40.681019537313)
59449669,10/05/2023 08:23:54 PM,10/16/2023 12:00:00 AM,HPD,Department of Housing Preservation and Development,Water Leak,Heavy Flow,At Wall or Ceiling,Apartment,10474,611 BARRETTO STREET,BARRETTO STREET,RANDALL AVENUE,SPOFFORD AVENUE,RANDALL AVENUE,SPOFFORD AVENUE,ADDRESS,BRONX,BARRETTO STREET,,Closed,,,10/16/2023 12:00:00 AM,02 BRONX,17,Precinct 41,2027650166,BRONX,1015035,235235,ONLINE,Unspecified,BRONX,,,,,,,,40.81228787615677,-73.88878803015037,POINT (-73.88878803015 40.812287876157)
57945535,06/19/2023 11:59:02 PM,06/20/2023 12:22:30 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,,Store/Commercial,11224,1113 NEPTUNE AVENUE,NEPTUNE AVENUE,SHEEPSHEAD BAY ROAD,WEST   12 STREET,SHEEPSHEAD BAY ROAD,WEST   12 STREET,ADDRESS,BROOKLYN,NEPTUNE AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/20/2023 12:22:36 AM,13 BROOKLYN,47,Precinct 60,3072470122,BROOKLYN,989995,150399,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.57948469420654,-73.97931831903686,POINT (-73.979318319037 40.579484694207)
57944959,06/19/2023 04:51:42 PM,10/24/2024 01:59:06 PM,EDC,Economic Development Corporation,Noise - Helicopter,Other,Hovering,Above Address,10128,50 EAST   96 STREET,EAST   96 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   96 STREET,,Closed,,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",10/24/2024 01:59:10 PM,08 MANHATTAN,05,Precinct 19,1015070050,MANHATTAN,997019,226043,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78710275822787,-73.95388896675728,POINT (-73.953888966757 40.787102758228)
57940648,06/18/2023 04:01:50 AM,06/18/2023 04:23:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11217,262 ASHLAND PLACE,ASHLAND PLACE,FULTON STREET,LAFAYETTE AVENUE,FULTON STREET,LAFAYETTE AVENUE,ADDRESS,BROOKLYN,ASHLAND PLACE,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/18/2023 04:24:08 AM,02 BROOKLYN,35,Precinct 88,3021070033,BROOKLYN,990272,189699,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.687354656709005,-73.97828606439892,POINT (-73.978286064399 40.687354656709)
57939874,06/18/2023 08:31:50 AM,06/18/2023 09:21:19 AM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11221,1064 LAFAYETTE AVENUE,LAFAYETTE AVENUE,MALCOLM X BOULEVARD,KOSSUTH PLACE,MALCOLM X BOULEVARD,KOSSUTH PLACE,ADDRESS,BROOKLYN,LAFAYETTE AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 09:21:23 AM,03 BROOKLYN,36,Precinct 81,3016120124,BROOKLYN,1003824,191541,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69239092552331,-73.92941535681481,POINT (-73.929415356815 40.692390925523)
57941674,06/19/2023 09:21:06 PM,06/19/2023 10:35:26 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,10466,EAST  232 STREET,EAST  232 STREET,EAST  232 STREET,WHITE PLAINS ROAD,EAST  232 STREET,WHITE PLAINS ROAD,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 10:35:31 PM,12 BRONX,11,Precinct 47,,BRONX,1023584,264564,ONLINE,Unspecified,BRONX,,,,,,,,40.892753229006566,-73.8577324168085,POINT (-73.857732416808 40.892753229007)
57936346,06/19/2023 12:47:35 AM,06/22/2023 10:26:56 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Not Cleaned by Property Owner,Yard,11412,114-02 204 STREET,204 STREET,MURDOCK AVENUE,115 AVENUE,MURDOCK AVENUE,115 AVENUE,ADDRESS,SAINT ALBANS,204 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/22/2023 10:27:16 AM,12 QUEENS,27,Precinct 113,4110200046,QUEENS,1053301,194622,ONLINE,Unspecified,QUEENS,,,,,,,,40.70059979247741,-73.75096830623283,POINT (-73.750968306233 40.700599792477)
57947488,06/19/2023 04:55:46 PM,06/21/2023 12:03:12 PM,DSNY,Department of Sanitation,Dirty Condition,Debris from Car Accident,N/A,Street,11433,108-48 167 STREET,167 STREET,108 DRIVE,109 AVENUE,108 DRIVE,109 AVENUE,ADDRESS,JAMAICA,167 STREET,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/20/2023 12:48:10 PM,12 QUEENS,27,Precinct 103,4101750020,QUEENS,1043325,193209,ONLINE,Unspecified,QUEENS,,,,,,,,40.696793669411186,-73.78695888343485,POINT (-73.786958883435 40.696793669411)
57936526,06/18/2023 11:16:39 AM,06/18/2023 11:44:15 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,10034,77 COOPER STREET,COOPER STREET,WEST  204 STREET,WEST  207 STREET,WEST  204 STREET,WEST  207 STREET,ADDRESS,NEW YORK,COOPER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 11:44:22 AM,12 MANHATTAN,10,Precinct 34,1022410014,MANHATTAN,1005738,255624,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.86827722290935,-73.9223084439249,POINT (-73.922308443925 40.868277222909)
57955804,06/20/2023 07:37:21 PM,06/20/2023 09:51:23 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11230,870 EAST   10 STREET,EAST   10 STREET,DEAD END,AVENUE I,DEAD END,AVENUE I,ADDRESS,BROOKLYN,EAST   10 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,06/20/2023 09:51:27 PM,12 BROOKLYN,45,Precinct 66,3065120036,BROOKLYN,993478,167962,PHONE,Unspecified,BROOKLYN,,,,,,,,40.62768860724919,-73.96675571841733,POINT (-73.966755718417 40.627688607249)
57942430,06/19/2023 07:16:08 PM,06/19/2023 07:39:49 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10025,253 WEST   93 STREET,WEST   93 STREET,BROADWAY,WEST END AVENUE,BROADWAY,WEST END AVENUE,ADDRESS,NEW YORK,WEST   93 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 07:39:54 PM,07 MANHATTAN,07,Precinct 24,1012410009,MANHATTAN,991504,228186,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.79299096444845,-73.97380225475766,POINT (-73.973802254758 40.792990964448)
57941512,06/20/2023 01:19:35 AM,06/20/2023 01:27:48 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11226,75 KENMORE PLACE,KENMORE PLACE,WOODRUFF AVENUE,CATON AVENUE,WOODRUFF AVENUE,CATON AVENUE,ADDRESS,BROOKLYN,KENMORE PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 01:27:52 AM,14 BROOKLYN,40,Precinct 70,3050630001,BROOKLYN,995220,177127,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65284258115744,-73.96046518496607,POINT (-73.960465184966 40.652842581157)
57939325,06/18/2023 10:36:25 PM,06/18/2023 11:04:30 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11208,866 BELMONT AVENUE,BELMONT AVENUE,MONTAUK AVENUE,MILFORD STREET,MONTAUK AVENUE,MILFORD STREET,ADDRESS,BROOKLYN,BELMONT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:04:37 PM,05 BROOKLYN,42,Precinct 75,3040400018,BROOKLYN,1018307,184607,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67331481112558,-73.87722416721836,POINT (-73.877224167218 40.673314811126)
57938146,06/18/2023 08:32:36 PM,06/18/2023 09:04:58 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11207,90 MILLER AVENUE,MILLER AVENUE,ARLINGTON AVENUE,FULTON STREET,ARLINGTON AVENUE,FULTON STREET,ADDRESS,BROOKLYN,MILLER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 09:05:03 PM,05 BROOKLYN,37,Precinct 75,3036640028,BROOKLYN,1013957,186705,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67908900964059,-73.89289669736954,POINT (-73.89289669737 40.679089009641)
57946696,06/19/2023 10:48:24 PM,06/19/2023 11:15:33 PM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Street/Sidewalk,10462,1511 WHITE PLAINS ROAD,WHITE PLAINS ROAD,ARCHER STREET,GUERLAIN STREET,ARCHER STREET,GUERLAIN STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 11:15:40 PM,09 BRONX,18,Precinct 43,2039230039,BRONX,1021975,244770,ONLINE,Unspecified,BRONX,,,,,,,,40.83843179848543,-73.86366344489976,POINT (-73.8636634449 40.838431798485)
57949198,06/19/2023 06:57:54 AM,06/24/2023 06:13:04 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,ROACHES,RESIDENTIAL BUILDING,10452,974 ANDERSON AVENUE,ANDERSON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/24/2023 12:00:00 AM,04 BRONX,16,Precinct 44,2025040072,BRONX,1004284,242293,PHONE,Unspecified,BRONX,,,,,,,,40.83169100499876,-73.92760532719244,POINT (-73.927605327192 40.831691004999)
57949612,06/20/2023 09:22:16 PM,01/11/2025 08:18:39 PM,DOHMH,Department of Health and Mental Hygiene,Tattooing,Minor Received Tattoo,N/A,Tattoo Parlor,11220,5404 8 AVENUE,8 AVENUE,54 STREET,55 STREET,54 STREET,55 STREET,ADDRESS,BROOKLYN,8 AVENUE,,Closed,,"The NYC Health Department has responded to your service request. For inspection results, please call (212) 676-1600 or email infobfscs@health.nyc.gov to request an inspection report. This service request has been closed.",01/11/2025 08:18:41 PM,07 BROOKLYN,43,Precinct 72,3008260039,BROOKLYN,982542,172002,PHONE,Unspecified,BROOKLYN,,,,,,,,40.638782192317564,-74.00615416897992,POINT (-74.00615416898 40.638782192318)
57952474,06/20/2023 02:32:58 PM,02/13/2024 06:34:27 AM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,N/A,Street,11417,78-20 SUTTER AVENUE,SUTTER AVENUE,78 STREET,79 STREET,78 STREET,79 STREET,ADDRESS,OZONE PARK,SUTTER AVENUE,,Closed,,"Under NYC Parksâ Tree Risk Management Program, work is prioritized to address the conditions with the highest risk first.  NYC Parks determined that the issue will be addressed in the next pruning cycle through the routine block pruning program.  For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   To learn more about the trees in your neighborhood, visit the NYC Tree Map at nyc.gov/parks/treemap.",02/13/2024 06:34:31 AM,10 QUEENS,32,Precinct 106,4113410010,QUEENS,1023611,185140,ONLINE,Unspecified,QUEENS,,,,,,,,40.67475578065918,-73.85810011163909,POINT (-73.858100111639 40.674755780659)
57943411,06/19/2023 05:21:17 PM,06/19/2023 08:00:23 PM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,,Street/Sidewalk,10472,BRONX RIVER AVENUE,BRONX RIVER AVENUE,CLOSE AVENUE,EAST  172 STREET,CLOSE AVENUE,EAST  172 STREET,BLOCKFACE,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 08:00:29 PM,Unspecified BRONX,,Precinct 43,,BRONX,,,ONLINE,Unspecified,BRONX,,,,,,,,,,
57947407,06/19/2023 10:53:39 PM,06/20/2023 01:38:12 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,,Other,11218,31 OCEAN PARKWAY,OCEAN PARKWAY,,PROSPECT EXPRESSWAY EXIT 5 WB,,PROSPECT EXPRESSWAY EXIT    5 WB,ADDRESS,BROOKLYN,OCEAN PARKWAY,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,06/20/2023 01:38:12 AM,07 BROOKLYN,39,Precinct 72,3053200009,BROOKLYN,991409,176174,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65023070460669,-73.9742006695313,POINT (-73.974200669531 40.650230704607)
57939577,06/18/2023 01:16:29 PM,08/27/2023 02:44:38 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION,RESIDENTIAL BUILDING,11206,16 VERNON AVENUE,VERNON AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,08/27/2023 12:00:00 AM,03 BROOKLYN,36,Precinct 79,3017580014,BROOKLYN,997730,192256,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.69436481480573,-73.95138913329274,POINT (-73.951389133293 40.694364814806)
57936661,06/18/2023 03:49:03 AM,06/04/2024 12:05:00 AM,DOHMH,Department of Health and Mental Hygiene,Smoking,Smoking Violation,Smoking Ban Not Enforced,Residential Building,10031,600 WEST  148 STREET,WEST  148 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  148 STREET,,Closed,,This SR was administratively closed. The issue you reported was addressed.,06/04/2024 12:05:04 AM,09 MANHATTAN,07,Precinct 30,1020947503,MANHATTAN,998301,241096,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82841712862134,-73.9492279405745,POINT (-73.949227940574 40.828417128621)
57945409,06/19/2023 03:31:10 PM,06/19/2023 04:13:58 PM,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,,Street/Sidewalk,11232,184 33 STREET,33 STREET,4 AVENUE,5 AVENUE,4 AVENUE,5 AVENUE,ADDRESS,BROOKLYN,33 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 04:14:04 PM,07 BROOKLYN,38,Precinct 72,3006850015,BROOKLYN,983727,178093,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65550081948375,-74.00188491626702,POINT (-74.001884916267 40.655500819484)
57936913,06/19/2023 12:04:28 AM,06/19/2023 12:48:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10453,1738 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,WEST  176 STREET,SEDGWICK AVENUE,WEST  176 STREET,SEDGWICK AVENUE,ADDRESS,BRONX,UNDERCLIFF AVENUE,,Closed,,The Police Department issued a summons in response to the complaint.,06/19/2023 12:49:00 AM,05 BRONX,14,Precinct 46,2028770365,BRONX,1006266,249342,PHONE,Unspecified,BRONX,,,,,,,,40.851033726858034,-73.92042005364586,POINT (-73.920420053646 40.851033726858)
57941710,06/19/2023 07:52:02 PM,06/19/2023 08:07:32 PM,NYPD,New York City Police Department,Drug Activity,Use Outside,,Street/Sidewalk,11432,82-68 164 STREET,164 STREET,82 ROAD,GRAND CENTRAL PARKWAY,82 ROAD,GRAND CENTRAL PARKWAY,ADDRESS,JAMAICA,164 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 08:07:36 PM,08 QUEENS,24,Precinct 107,4068580001,QUEENS,1038740,200651,ONLINE,Unspecified,QUEENS,,,,,,,,40.71724956934783,-73.80343340538089,POINT (-73.803433405381 40.717249569348)
57952294,06/20/2023 03:46:08 PM,06/26/2023 02:54:34 PM,DOT,Department of Transportation,Sidewalk Condition,Broken Sidewalk,1-3 Residential Units,Sidewalk,11232,650 4 AVENUE,4 AVENUE,18 STREET,19 STREET,18 STREET,19 STREET,ADDRESS,BROOKLYN,4 AVENUE,,Closed,,"The Department of Transportation inspected the location more than six months ago and has notified the property owner of any defective sidewalk conditions. The property owner is responsible for maintaining, repairing and installing sidewalks adjoining their property, according to Section 19-152 of the New York City Administrative Code.",06/26/2023 02:54:37 PM,07 BROOKLYN,38,Precinct 72,3006330040,BROOKLYN,985798,181167,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66393815281424,-73.99442023048005,POINT (-73.99442023048 40.663938152814)
57937417,06/18/2023 09:39:54 PM,06/18/2023 10:18:11 PM,NYPD,New York City Police Department,Blocked Driveway,No Access,,Street/Sidewalk,11420,114-25 120 STREET,120 STREET,LINDEN BOULEVARD,115 AVENUE,LINDEN BOULEVARD,115 AVENUE,ADDRESS,SOUTH OZONE PARK,120 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 10:18:15 PM,10 QUEENS,28,Precinct 106,4116470057,QUEENS,1034371,186504,PHONE,Unspecified,QUEENS,,,,,,,,40.67844526356702,-73.81929931386803,POINT (-73.819299313868 40.678445263567)
57948208,06/19/2023 06:16:22 PM,11/03/2023 01:12:40 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Hitting Building,N/A,Street,11210,2802 AVENUE L,AVENUE L,EAST   28 STREET,EAST   29 STREET,EAST   28 STREET,EAST   29 STREET,ADDRESS,BROOKLYN,AVENUE L,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,11/03/2023 01:12:45 PM,14 BROOKLYN,45,Precinct 70,3076460043,BROOKLYN,998758,165816,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.62179121436555,-73.94773889901666,POINT (-73.947738899017 40.621791214366)
57938497,06/18/2023 01:14:35 AM,06/26/2023 07:39:04 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,MICE,RESIDENTIAL BUILDING,11226,591 OCEAN AVENUE,OCEAN AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd,06/26/2023 12:00:00 AM,14 BROOKLYN,40,Precinct 70,3051010033,BROOKLYN,995170,175444,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.648223174092216,-73.9606481048741,POINT (-73.960648104874 40.648223174092)
57939541,06/18/2023 03:45:22 AM,06/18/2023 03:57:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10031,538 WEST  142 STREET,WEST  142 STREET,HAMILTON PLACE,BROADWAY,HAMILTON PLACE,BROADWAY,ADDRESS,NEW YORK,WEST  142 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 03:57:26 AM,09 MANHATTAN,07,Precinct 30,1020730055,MANHATTAN,997942,239467,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82394655200516,-73.95052847971736,POINT (-73.950528479717 40.823946552005)
57949945,06/20/2023 12:12:24 PM,06/20/2023 12:12:24 PM,DOB,Department of Buildings,Real Time Enforcement,Work Without A Permit - Occupied Multiple Dwelling,,,10027,200 WEST  120 STREET,WEST  120 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,06/20/2023 12:00:00 AM,10 MANHATTAN,09,Precinct 28,1019250036,MANHATTAN,997827,232893,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.805902940824836,-73.95095729263437,POINT (-73.950957292634 40.805902940825)
57945733,06/19/2023 01:48:37 PM,06/27/2023 07:30:38 PM,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,HOLE OR CRACKED,RESIDENTIAL BUILDING,11208,444 JAMAICA AVENUE,JAMAICA AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/27/2023 12:00:00 AM,05 BROOKLYN,37,Precinct 75,3039080005,BROOKLYN,1015765,188279,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68340302612601,-73.88637092099141,POINT (-73.886370920991 40.683403026126)
57936355,06/18/2023 02:54:22 AM,06/18/2023 03:08:25 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11377,50-49 45 STREET,45 STREET,50 AVENUE,LAUREL HILL BOULEVARD,50 AVENUE,LAUREL HILL BOULEVARD,ADDRESS,WOODSIDE,45 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 03:08:28 AM,02 QUEENS,26,Precinct 108,4022950019,QUEENS,1006151,207610,ONLINE,Unspecified,QUEENS,,,,,,,,40.736491021000035,-73.92097182708034,POINT (-73.92097182708 40.736491021)
