Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57928308,06/17/2023 10:44:25 AM,06/17/2023 11:03:31 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,10002,157 BROOME STREET,BROOME STREET,RIDGE STREET,ATTORNEY STREET,RIDGE STREET,ATTORNEY STREET,ADDRESS,NEW YORK,BROOME STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 11:03:35 AM,03 MANHATTAN,01,Precinct 7,1003410075,MANHATTAN,988333,200356,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.716606730161864,-73.98527118746058,POINT (-73.985271187461 40.716606730162)
57943338,06/19/2023 11:49:32 PM,06/20/2023 12:20:53 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11211,435 BROADWAY,BROADWAY,HOOPER STREET,HEWES STREET,HOOPER STREET,HEWES STREET,ADDRESS,BROOKLYN,BROADWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 12:20:56 AM,01 BROOKLYN,34,Precinct 90,3024640018,BROOKLYN,997287,196761,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.70673064811763,-73.95297793560705,POINT (-73.952977935607 40.706730648118)
57940170,06/18/2023 12:51:36 PM,06/18/2023 01:12:10 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11226,2513 NEWKIRK AVENUE,NEWKIRK AVENUE,EAST   25 STREET,EAST   26 STREET,EAST   25 STREET,EAST   26 STREET,ADDRESS,BROOKLYN,NEWKIRK AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 01:12:14 PM,17 BROOKLYN,45,Precinct 67,3052120019,BROOKLYN,997297,172345,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.6397142092414,-73.95298912883376,POINT (-73.952989128834 40.639714209241)
57934149,06/18/2023 10:14:00 AM,06/18/2023 01:30:00 PM,DEP,Department of Environmental Protection,Sewer,Street Flooding (SJ),SJ,,10028,1543 3 AVENUE,3 AVENUE,E 86 ST,E 87 ST,,,ADDRESS,NEW YORK,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/18/2023 01:30:00 PM,08 MANHATTAN,05,Precinct 19,1015320004,MANHATTAN,997109,223228,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.77937620225504,-73.95356934965609,POINT (-73.953569349656 40.779376202255)
57930495,06/17/2023 12:57:08 PM,06/20/2023 04:07:33 PM,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Online or Mail Order,Goods or Services Not Delivered,Business,11411,216-07 LINDEN BOULEVARD,LINDEN BOULEVARD,SPRINGFIELD BOULEVARD,217 STREET,SPRINGFIELD BOULEVARD,217 STREET,ADDRESS,CAMBRIA HEIGHTS,LINDEN BOULEVARD,,Closed,,"The Department of Consumer and Worker Protection (DCWP) determined this issue isn't within its jurisdiction.  Unfortunately, DCWP doesn't know of any agency that can act on the complaint and can't provide further assistance.",06/20/2023 04:07:37 PM,13 QUEENS,27,Precinct 105,4113170009,QUEENS,1055415,193008,PHONE,Unspecified,QUEENS,,,,,,,,40.69615300938126,-73.74336128450562,POINT (-73.743361284506 40.696153009381)
57931323,06/17/2023 02:52:23 PM,06/17/2023 03:04:15 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11691,BEACH    8 STREET,BEACH    8 STREET,BEACH    8 STREET,SEAGIRT AVENUE,BEACH    8 STREET,SEAGIRT AVENUE,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2023 03:04:22 PM,14 QUEENS,31,Precinct 101,,QUEENS,1055616,156528,ONLINE,Unspecified,QUEENS,,,,,,,,40.59602211092629,-73.74302236767556,POINT (-73.743022367676 40.596022110926)
57939369,06/19/2023 01:15:02 AM,06/19/2023 01:18:53 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10457,ANTHONY AVENUE,ANTHONY AVENUE,ANTHONY AVENUE,EAST  181 STREET,ANTHONY AVENUE,EAST  181 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/19/2023 01:18:58 AM,05 BRONX,15,Precinct 46,,BRONX,1011569,250602,ONLINE,Unspecified,BRONX,,,,,,,,40.85447723467885,-73.90124649015947,POINT (-73.901246490159 40.854477234679)
57934104,06/18/2023 06:47:00 PM,06/18/2023 06:49:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),WA4,,11355,,,,,BEECH AVENUE,BOWNE STREET,INTERSECTION,QUEENS,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,06/18/2023 06:49:00 PM,07 QUEENS,20,Precinct 109,,QUEENS,1033878,214767,PHONE,Unspecified,QUEENS,,,,,,,,40.7560230290294,-73.82086834417296,POINT (-73.820868344173 40.756023029029)
57930486,06/17/2023 02:57:05 PM,06/24/2023 09:44:31 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,SEWAGE,BROKEN/BLOCKED SEWAGE PIPE,RESIDENTIAL BUILDING,11218,534 MC DONALD AVENUE,MC DONALD AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/24/2023 12:00:00 AM,12 BROOKLYN,39,Precinct 66,3053520025,BROOKLYN,990027,172973,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64144566008234,-73.97918380935432,POINT (-73.979183809354 40.641445660082)
57929910,06/17/2023 02:35:29 PM,06/17/2023 02:45:41 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,11208,1157 GLENMORE AVENUE,GLENMORE AVENUE,SHERIDAN AVENUE,GRANT AVENUE,SHERIDAN AVENUE,GRANT AVENUE,ADDRESS,BROOKLYN,GLENMORE AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/17/2023 02:45:47 PM,05 BROOKLYN,37,Precinct 75,3042030041,BROOKLYN,1021359,186154,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.67754870535581,-73.86621317481398,POINT (-73.866213174814 40.677548705356)
57940611,06/18/2023 11:56:43 PM,06/19/2023 12:12:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11236,EAST   99 STREET,EAST   99 STREET,EAST   99 STREET,GLENWOOD ROAD,EAST   99 STREET,GLENWOOD ROAD,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 12:13:04 AM,18 BROOKLYN,46,Precinct 69,,BROOKLYN,1011808,174714,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64618333856684,-73.90069353778368,POINT (-73.900693537784 40.646183338567)
57932736,06/18/2023 07:16:49 PM,06/20/2023 11:25:12 AM,DSNY,Department of Sanitation,Illegal Dumping,Removal Request,N/A,Street,11377,50-21 59 PLACE,59 PLACE,50 AVENUE,TYLER AVENUE,50 AVENUE,TYLER AVENUE,ADDRESS,WOODSIDE,59 PLACE,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/20/2023 11:25:09 AM,02 QUEENS,26,Precinct 108,4023320008,QUEENS,1010406,207746,ONLINE,Unspecified,QUEENS,,,,,,,,40.736852747193886,-73.90561744978932,POINT (-73.905617449789 40.736852747194)
57937065,06/18/2023 11:09:28 PM,06/19/2023 12:19:03 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10472,1968 ELLIS AVENUE,ELLIS AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,VIRGINIA AVENUE,PUGSLEY AVENUE,ADDRESS,BRONX,ELLIS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 12:19:09 AM,09 BRONX,18,Precinct 43,2037930031,BRONX,1023321,242288,MOBILE,Unspecified,BRONX,,,,,,,,40.83161358167132,-73.85881352338487,POINT (-73.858813523385 40.831613581671)
57939765,06/18/2023 10:47:33 AM,06/18/2023 11:10:38 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,,Street/Sidewalk,10467,3016 WEBSTER AVENUE,WEBSTER AVENUE,MOSHOLU PARKWAY,EAST MOSHOLU PARKWAY NORTH,MOSHOLU PARKWAY,EAST MOSHOLU PARKWAY NORTH,ADDRESS,BRONX,WEBSTER AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:10:41 AM,07 BRONX,11,Precinct 52,2033250005,BRONX,1017485,256073,MOBILE,Unspecified,BRONX,,,,,,,,40.86947317748012,-73.87983405729955,POINT (-73.8798340573 40.86947317748)
57935733,06/18/2023 10:49:44 AM,07/12/2023 02:53:10 PM,EDC,Economic Development Corporation,Noise - Helicopter,Other,Flying Too Low,Above Address,10023,38 WEST   72 STREET,WEST   72 STREET,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,CENTRAL PARK EXIT WEST   72 ST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   72 STREET,,Closed,,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",07/12/2023 02:53:13 PM,07 MANHATTAN,06,Precinct 20,1011247501,MANHATTAN,990399,222353,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.776981773119765,-73.97779828970907,POINT (-73.977798289709 40.77698177312)
57939117,06/19/2023 12:43:07 AM,06/19/2023 01:16:00 AM,NYPD,New York City Police Department,Illegal Fireworks,N/A,,Street/Sidewalk,10462,1565 WHITE PLAINS ROAD,WHITE PLAINS ROAD,ARCHER STREET,GUERLAIN STREET,ARCHER STREET,GUERLAIN STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/19/2023 01:16:05 AM,09 BRONX,18,Precinct 43,2039230009,BRONX,1021918,245189,ONLINE,Unspecified,BRONX,,,,,,,,40.83958207361513,-73.86386708690026,POINT (-73.8638670869 40.839582073615)
57933438,06/18/2023 11:17:31 AM,06/18/2023 12:24:31 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,,Residential Building/House,11429,206-14 100 AVENUE,100 AVENUE,FRANCIS LEWIS BOULEVARD,207 STREET,FRANCIS LEWIS BOULEVARD,207 STREET,ADDRESS,QUEENS VILLAGE,100 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 12:24:35 PM,13 QUEENS,27,Precinct 105,4108740002,QUEENS,1052749,198814,ONLINE,Unspecified,QUEENS,,,,,,,,40.712110087801165,-73.75291643370333,POINT (-73.752916433703 40.712110087801)
57943014,06/19/2023 06:23:00 AM,06/19/2023 12:00:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running (WC3),WC3,,11375,,,,,111 STREET,66 ROAD,INTERSECTION,QUEENS,,,Closed,,The Department of Environmental Protection investigated this complaint and installed caps and chains.,06/19/2023 12:00:00 PM,06 QUEENS,29,Precinct 112,,QUEENS,1027267,205476,PHONE,Unspecified,QUEENS,,,,,,,,40.73055622935636,-73.8447900341576,POINT (-73.844790034158 40.730556229356)
57928092,06/17/2023 01:33:06 PM,06/23/2023 01:02:20 PM,TLC,Taxi and Limousine Commission,Lost Property,Bag/Wallet,Wallet,Taxi,11430,JFK,JFK,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,BEND,AIRTRAIN-HOWARD BCH/JAMAICA LINE,UNRECOGNIZED,JAMAICA,JOHN F KENNEDY AIRPORT,,Closed,,See notes for information.,06/23/2023 01:02:23 PM,83 QUEENS,31,Precinct 113,4142600001,QUEENS,1043001,175548,PHONE,Unspecified,QUEENS,,,"JOHN F KENNEDY AIRPORT, QUEENS (JAMAICA) ,NY, 11430",,,,,40.64832048620134,-73.78828125130184,POINT (-73.788281251302 40.648320486201)
57931647,06/18/2023 10:30:41 AM,06/20/2023 12:51:50 PM,DOHMH,Department of Health and Mental Hygiene,Beach/Pool/Sauna Complaint,Facility Maintenance,Unsanitary Condition,Pool,10309,600 RAMONA AVENUE,RAMONA AVENUE,FOSTER ROAD,LENEVAR AVENUE,FOSTER ROAD,LENEVAR AVENUE,ADDRESS,STATEN ISLAND,RAMONA AVENUE,,Closed,,The Department of Health and Mental Hygiene determined that this issue is not within its jurisdiction. It has been referred to the Department of Buildings.,06/20/2023 12:51:53 PM,03 STATEN ISLAND,51,Precinct 123,5069200040,STATEN ISLAND,927002,134707,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.53623030437772,-74.20595642626587,POINT (-74.205956426266 40.536230304378)
57934824,06/18/2023 10:13:57 PM,06/18/2023 10:37:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11357,152-19 12 ROAD,12 ROAD,152 STREET,154 STREET,152 STREET,154 STREET,ADDRESS,WHITESTONE,12 ROAD,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/18/2023 10:38:03 PM,07 QUEENS,19,Precinct 109,4045370013,QUEENS,1036957,227428,MOBILE,Unspecified,QUEENS,,,,,,,,40.79075625933042,-73.80965546234327,POINT (-73.809655462343 40.79075625933)
57940575,06/19/2023 12:25:01 AM,06/19/2023 01:07:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11413,147-11 226 STREET,226 STREET,147 AVENUE,148 AVENUE,147 AVENUE,148 AVENUE,ADDRESS,SPRINGFIELD GARDENS,226 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/19/2023 01:07:55 AM,13 QUEENS,31,Precinct 105,4137060037,QUEENS,1051984,179263,ONLINE,Unspecified,QUEENS,,,,,,,,40.65845316190993,-73.75587240139127,POINT (-73.755872401391 40.65845316191)
57931404,06/17/2023 11:30:28 PM,06/17/2023 11:33:43 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,11206,11 ARION PLACE,ARION PLACE,BROADWAY,BEAVER STREET,BROADWAY,BEAVER STREET,ADDRESS,BROOKLYN,ARION PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 11:33:47 PM,04 BROOKLYN,34,Precinct 83,3031360040,BROOKLYN,1001889,193658,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.698205665890804,-73.93638749948286,POINT (-73.936387499483 40.698205665891)
57933672,06/18/2023 08:11:53 AM,06/18/2023 08:20:13 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10453,1971 CEDAR AVENUE,CEDAR AVENUE,WEST  179 STREET,WEST  182 STREET,WEST  179 STREET,WEST  182 STREET,ADDRESS,BRONX,CEDAR AVENUE,,Closed,,The Police Department reviewed your complaint and provided additional information below.,06/18/2023 08:20:20 AM,05 BRONX,16,Precinct 46,,BRONX,1007152,251345,MOBILE,Unspecified,BRONX,,,,,,,,40.85652910944655,-73.91721064044108,POINT (-73.917210640441 40.856529109447)
57931476,06/17/2023 06:35:00 PM,06/18/2023 01:55:00 AM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),WC1,,10009,711 FDR DRIVE,FDR DRIVE,FDR DRIVE EXIT 5 SB,E 5 WALK,,,ADDRESS,NEW YORK,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,06/18/2023 01:55:00 AM,03 MANHATTAN,02,Precinct 9,1003560001,MANHATTAN,991209,201854,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72071658512041,-73.97489489884185,POINT (-73.974894898842 40.72071658512)
57942168,06/19/2023 09:42:33 AM,06/20/2023 09:52:54 PM,DSNY,Department of Sanitation,Residential Disposal Complaint,Trash or Recycling Not Secure,N/A,Sidewalk,11238,43 UNDERHILL AVENUE,UNDERHILL AVENUE,PACIFIC STREET,DEAN STREET,PACIFIC STREET,DEAN STREET,ADDRESS,BROOKLYN,UNDERHILL AVENUE,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,06/20/2023 09:52:57 PM,08 BROOKLYN,35,Precinct 77,3011310001,BROOKLYN,993953,186911,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.679698963001215,-73.96501724781322,POINT (-73.965017247813 40.679698963001)
57940908,06/19/2023 03:20:31 PM,,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Dead Branches in Tree,N/A,Street,11432,83-12 164 STREET,164 STREET,GRAND CENTRAL PARKWAY,84 AVENUE,GRAND CENTRAL PARKWAY,84 AVENUE,ADDRESS,JAMAICA,164 STREET,,In Progress,,"NYC Parks created a work order for the tree condition and expects to address the issue within 120 days from the date of the tree assessment, barring any weather-related requests.   NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.",07/17/2023 10:30:33 AM,08 QUEENS,24,Precinct 107,4068650413,QUEENS,1038866,200083,PHONE,Unspecified,QUEENS,,,,,,,,40.715689772420035,-73.80298348439956,POINT (-73.8029834844 40.71568977242)
57939522,06/18/2023 12:34:59 PM,06/18/2023 12:46:19 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10023,COLUMBUS AVENUE,COLUMBUS AVENUE,COLUMBUS AVENUE,WEST   75 STREET,COLUMBUS AVENUE,WEST   75 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/18/2023 12:46:23 PM,07 MANHATTAN,06,Precinct 20,,MANHATTAN,990518,223221,PHONE,Unspecified,MANHATTAN,,,,,,,,40.779364120523724,-73.97736781606955,POINT (-73.97736781607 40.779364120524)
57942753,06/20/2023 01:27:49 AM,06/20/2023 02:20:47 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,,Store/Commercial,10466,4340 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  236 STREET,EAST  237 STREET,EAST  236 STREET,EAST  237 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/20/2023 02:20:53 AM,12 BRONX,11,Precinct 47,2050430028,BRONX,1024188,266003,MOBILE,Unspecified,BRONX,,,,,,,,40.89670010784821,-73.85553922303484,POINT (-73.855539223035 40.896700107848)
57938586,06/18/2023 11:07:55 AM,06/18/2023 11:51:14 AM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,10458,301 EAST  201 STREET,EAST  201 STREET,BAINBRIDGE AVENUE,PERRY AVENUE,BAINBRIDGE AVENUE,PERRY AVENUE,ADDRESS,BRONX,EAST  201 STREET,,Closed,,The Police Department issued a summons in response to the complaint.,06/18/2023 11:51:17 AM,07 BRONX,11,Precinct 52,,BRONX,1016417,256725,MOBILE,Unspecified,BRONX,,,,,,,,40.8712666731342,-73.88369243089387,POINT (-73.883692430894 40.871266673134)
57932241,06/18/2023 11:03:15 PM,06/18/2023 11:16:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11368,97-55 CORONA AVENUE,CORONA AVENUE,46 AVENUE,97 PLACE,46 AVENUE,97 PLACE,ADDRESS,CORONA,CORONA AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/18/2023 11:17:02 PM,04 QUEENS,21,Precinct 110,4016240086,QUEENS,1021432,210390,MOBILE,Unspecified,QUEENS,,,,,,,,40.74407038064541,-73.86581614700613,POINT (-73.865816147006 40.744070380645)
57938073,06/18/2023 01:57:29 PM,,DCWP,Department of Consumer and Worker Protection,Consumer Complaint,Car Wash,Unlicensed,Business,10453,1729 MONTGOMERY AVENUE,MONTGOMERY AVENUE,WEST  176 STREET,POPHAM AVENUE,WEST  176 STREET,POPHAM AVENUE,ADDRESS,BRONX,MONTGOMERY AVENUE,,In Progress,,"The Department of Consumer and Worker Protection (DCWP) Enforcement Division is reviewing your NYC311 Service Request.   If the Enforcement Division needs to conduct an inspection, it may take 35 days to complete.  Please wait 35 days from the date of this update before calling DCWP for status.  You can get status by calling DCWP Consumer Services at (212) 487-4110. You must provide your NYC311 Service Request number.",09/01/2023 12:43:12 PM,05 BRONX,14,Precinct 46,2028770472,BRONX,1006783,249127,ONLINE,Unspecified,BRONX,,,,,,,,40.85044231152818,-73.91855200766915,POINT (-73.918552007669 40.850442311528)
57936309,06/18/2023 11:06:08 AM,06/20/2023 09:36:58 AM,DSNY,Department of Sanitation,Missed Collection,Trash,N/A,Street,11223,2072 WEST   11 STREET,WEST   11 STREET,AVENUE T,AVENUE U,AVENUE T,AVENUE U,ADDRESS,BROOKLYN,WEST   11 STREET,,Closed,,The Department of Sanitation collected the requested items.,06/19/2023 08:59:54 AM,11 BROOKLYN,43,Precinct 62,3070940039,BROOKLYN,989147,156687,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.59674450839935,-73.98236651509585,POINT (-73.982366515096 40.596744508399)
57935517,06/18/2023 06:59:00 PM,06/19/2023 01:10:00 PM,DEP,Department of Environmental Protection,Sewer,Culvert Blocked/Needs Cleaning (SE),SE,,10452,1318 JEROME AVENUE,JEROME AVENUE,CLARKE PL E,MARCY PL,,,ADDRESS,BRONX,,,Closed,,"The Department of Environmental Protection has determined that this issue was previously reported by another customer The original complaint is being addressed. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/19/2023 01:10:00 PM,04 BRONX,16,Precinct 44,2028400001,BRONX,1006679,244765,PHONE,Unspecified,BRONX,,,,,,,,40.838470170595386,-73.91894251663602,POINT (-73.918942516636 40.838470170595)
57931656,06/18/2023 11:04:25 AM,12/07/2023 10:41:36 AM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Blocking Street,Street,10011,250 WEST   24 STREET,WEST   24 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,NEW YORK,WEST   24 STREET,,Closed,,NYC Parks performed the work necessary to correct the condition.,12/07/2023 10:41:42 AM,04 MANHATTAN,03,Precinct 10,1007730012,MANHATTAN,985178,210838,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.74537814540527,-73.99665093294487,POINT (-73.996650932945 40.745378145405)
57930054,06/17/2023 10:53:24 PM,06/17/2023 11:20:51 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,10453,28 EAST  177 STREET,EAST  177 STREET,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,EAST  177 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/17/2023 11:20:55 PM,05 BRONX,14,Precinct 46,2028520020,BRONX,1009248,248963,MOBILE,Unspecified,BRONX,,,,,,,,40.84998554547012,-73.90964261312126,POINT (-73.909642613121 40.84998554547)
57936696,06/18/2023 06:36:33 AM,06/19/2023 08:33:50 AM,DHS,Department of Homeless Services,Homeless Person Assistance,,,Subway,,,,,,,,ADDRESS,,,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,06/19/2023 08:33:50 AM,Unspecified MANHATTAN,,Unspecified,,MANHATTAN,987963,208829,MOBILE,Unspecified,MANHATTAN,,,,6,,,Mezzanine,40.73986321079606,-73.98660123196585,POINT (-73.986601231966 40.739863210796)
57942762,06/19/2023 03:51:50 PM,10/24/2024 01:58:52 PM,EDC,Economic Development Corporation,Noise - Helicopter,Other,Flying Too Low,Above Address,10128,50 EAST   96 STREET,EAST   96 STREET,MADISON AVENUE,PARK AVENUE,MADISON AVENUE,PARK AVENUE,ADDRESS,NEW YORK,EAST   96 STREET,,Closed,,"The New York City Economic Development Corporation determined that this issue is not within its jurisdiction because the helicopter did not belong to a tour company departing from a NYC heliport.Â  Instead, it was most likely a law enforcement or news gathering helicopter not subject to the routing protocols established for tour helicopters. It may also have been a helicopter that departed as a charter or tour from another City but flew over NYC airspace. Helicopter tours originating from outside NYC are not subject to the same City regulations as tours departing from heliports managed by NYCEDC. Any City regulation of these flights is pre-empted by federal law and subject only to the jurisdiction of the Federal Aviation Administration. To file a complaint with the FAA, you can contact the New York Flight Standards District Office at the following web address:Â https://www.faa.gov/about/office_org/field_offices/fsdo/",10/24/2024 01:58:57 PM,08 MANHATTAN,05,Precinct 19,1015070050,MANHATTAN,997019,226043,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.78710275822787,-73.95388896675728,POINT (-73.953888966757 40.787102758228)
57940080,06/18/2023 11:32:00 PM,06/20/2023 11:34:00 AM,DSNY,Department of Sanitation,Electronics Waste Appointment,Ewaste appointment,,Sidewalk,10304,92 BEACH STREET,BEACH STREET,UNION PLACE,VAN DUZER STREET,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Sanitation collected the E-waste.,06/20/2023 11:34:00 AM,01 STATEN ISLAND,49,Precinct 120,5005210102,STATEN ISLAND,962335,168271,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.628514446217146,-74.07895075066143,POINT (-74.078950750661 40.628514446217)
57938703,06/18/2023 03:11:07 PM,06/20/2023 10:29:24 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Littering,Sidewalk,10025,215 WEST  108 STREET,WEST  108 STREET,AMSTERDAM AVENUE,BROADWAY,AMSTERDAM AVENUE,BROADWAY,ADDRESS,NEW YORK,WEST  108 STREET,,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,06/20/2023 10:29:28 AM,07 MANHATTAN,07,Precinct 24,1018800021,MANHATTAN,993786,231501,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.802087569243625,-73.96555612882541,POINT (-73.965556128825 40.802087569244)
57929631,06/17/2023 02:03:08 PM,06/17/2023 03:14:54 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,,Street/Sidewalk,11220,549 62 STREET,62 STREET,5 AVENUE,6 AVENUE,5 AVENUE,6 AVENUE,ADDRESS,BROOKLYN,62 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/17/2023 03:14:57 PM,07 BROOKLYN,38,Precinct 72,3057920053,BROOKLYN,979737,171606,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.637694271827,-74.01626072127749,POINT (-74.016260721277 40.637694271827)
